,pair1,pair2,apr,tvl,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
4237,ETH,SYLO,1.06486992,304333.3363553,ETH,1.0705441390222337,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4238,ETH,SYN,0.7797670800000001,889.7408405,ETH,0.7828067866917587,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4239,ETH,SYN,0.7797670800000001,889.7408405,ETH,0.7828067866917587,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4240,ETH,SYNC,6.152310119999999,8921.9003968,ETH,6.344954989131457,FARM,Sushi,2021-07-19,Sushi,ETH,A
4241,ETH,SYNC,6.152310119999999,8921.9003968,ETH,6.344954989131457,POOL,Sushi,2021-07-19,Sushi,ETH,A
4242,ETH,Scam,0.0,4.3100000000000004e-05,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4243,ETH,Scam,0.0,4.3100000000000004e-05,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4244,ETH,Skey,13.8006204,628636.9973835,ETH,14.7952729387268,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4245,ETH,Skey,13.8006204,628636.9973835,ETH,14.7952729387268,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4246,ETH,Sunder,0.52994496,251850.1675359,ETH,0.5313477845547698,FARM,Sushi,2021-07-19,Sushi,ETH,A
4247,ETH,Sunder,0.52994496,251850.1675359,ETH,0.5313477845547698,POOL,Sushi,2021-07-19,Sushi,ETH,A
4248,ETH,TACO,285.40978236,197.813616,ETH,1616.713710171502,FARM,Sushi,2021-07-19,Sushi,ETH,A
4249,ETH,TACO,4.476034680000001,69076.99509340001,ETH,4.577433611876036,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4250,ETH,TACO,285.40978236,197.813616,ETH,1616.713710171502,POOL,Sushi,2021-07-19,Sushi,ETH,A
4251,ETH,TACO,4.476034680000001,69076.99509340001,ETH,4.577433611876036,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4252,ETH,TANGO,8.44844352,61154.4126538,ETH,8.814526935350674,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4253,ETH,TANGO,8.44844352,61154.4126538,ETH,8.814526935350674,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4254,ETH,TAP,1.0292844,118243.9347035,ETH,1.0345850903676679,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4255,ETH,TAP,1.0292844,118243.9347035,ETH,1.0345850903676679,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4256,ETH,TAR,0.20386356,75.5342174,ETH,0.20407093255661035,FARM,Sushi,2021-07-19,Sushi,ETH,A
4257,ETH,TAR,0.20386356,75.5342174,ETH,0.20407093255661035,POOL,Sushi,2021-07-19,Sushi,ETH,A
4258,ETH,TAUD,0.0,3.9875427999999995,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4259,ETH,TAUD,0.0,3.9875427999999995,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4260,ETH,TAURUS,0.0,0.0,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4261,ETH,TAURUS,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4262,ETH,TBB,2.93464992,81946.9716535,ETH,2.9780136259892176,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4263,ETH,TBB,2.93464992,81946.9716535,ETH,2.9780136259892176,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4264,ETH,TBTC,0.6411655199999999,875275.4873776999,ETH,0.6432197185805455,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4265,ETH,TBTC,0.6411655199999999,875275.4873776999,ETH,0.6432197185805455,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4266,ETH,TCAP,0.11845967999999998,2183206.2419324997,ETH,0.11852967873371423,FARM,Sushi,2021-07-19,Sushi,ETH,A
4267,ETH,TCAP,0.11845967999999998,2183206.2419324997,ETH,0.11852967873371423,POOL,Sushi,2021-07-19,Sushi,ETH,A
4268,ETH,TCORE,0.21185616,177045.4613432,ETH,0.21208011758830914,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4269,ETH,TCORE,0.21185616,177045.4613432,ETH,0.21208011758830914,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4270,ETH,TEL,0.00,5298604.19,PLOYGON,0.0,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
4271,ETH,TEL,76.25611332,319048.3364996,ETH,114.20550378546194,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4272,ETH,TEL,0.9592674000000001,331.5459442,ETH,0.9638703902623114,FARM,Sushi,2021-07-19,Sushi,ETH,A
4273,ETH,TEL,76.25611332,319048.3364996,ETH,114.20550378546194,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4274,ETH,TEL,0.9592674000000001,331.5459442,ETH,0.9638703902623114,POOL,Sushi,2021-07-19,Sushi,ETH,A
4275,ETH,TEN,0.0,28.018020800000002,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4276,ETH,TEN,0.0,28.018020800000002,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4277,ETH,TEND,20260.28484372,3135.1378261,ETH,9.758232251855626e+71,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4278,ETH,TEND,20260.28484372,3135.1378261,ETH,9.758232251855626e+71,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4279,ETH,TENX,0.0,0.1132358,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4280,ETH,TENX,0.0,0.1132358,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4281,ETH,TGBP,1.4305084799999999,9893.982876600001,ETH,1.4407607809354683,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4282,ETH,TGBP,1.4305084799999999,9893.982876600001,ETH,1.4407607809354683,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4283,ETH,TIDAL,5.1352778400000005,19568.191716600002,ETH,5.269039309010548,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4284,ETH,TIDAL,5.1352778400000005,19568.191716600002,ETH,5.269039309010548,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4285,ETH,TITAN,1.1595042,0.2707895,ETH,1.1662338755082713,FARM,Sushi,2021-07-19,Sushi,ETH,A
4286,ETH,TITAN,1.1595042,0.2707895,ETH,1.1662338755082713,POOL,Sushi,2021-07-19,Sushi,ETH,A
4287,ETH,TKN,0.17551344,642480.5523156,ETH,0.175667132259405,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4288,ETH,TKN,0.17551344,642480.5523156,ETH,0.175667132259405,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4289,ETH,TLN,1.43067408,14965.6895244,ETH,1.4409287603920795,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4290,ETH,TLN,1.43067408,14965.6895244,ETH,1.4409287603920795,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4291,ETH,TMC,1.2541848,15149.1811647,ETH,1.2620608619186902,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4292,ETH,TMC,1.2541848,15149.1811647,ETH,1.2620608619186902,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4293,ETH,TNO,0.0,0.0019190000000000001,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4294,ETH,TNO,0.0,0.0019190000000000001,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4295,ETH,TOL,0.021021360000000003,11.266081900000001,ETH,0.021023563591637817,FARM,Sushi,2021-07-19,Sushi,ETH,A
4296,ETH,TOL,0.021021360000000003,11.266081900000001,ETH,0.021023563591637817,POOL,Sushi,2021-07-19,Sushi,ETH,A
4297,ETH,TOMOE,6.4170520799999995,33255.0587717,ETH,6.626819116816418,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4298,ETH,TOMOE,6.4170520799999995,33255.0587717,ETH,6.626819116816418,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4299,ETH,TORN,0.00,312102.78,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-07-19,https://1inch.exchange/#/dao/farming,ETH,B
4300,ETH,TORN,3.9955248,5558473.057561301,ETH,4.076192101379306,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4301,ETH,TORN,3.47433276,386504.7202287,ETH,3.5352216004437276,FARM,Sushi,2021-07-19,Sushi,ETH,A
4302,ETH,TORN,3.9955248,5558473.057561301,ETH,4.076192101379306,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4303,ETH,TORN,3.47433276,386504.7202287,ETH,3.5352216004437276,POOL,Sushi,2021-07-19,Sushi,ETH,A
4304,ETH,TRAC,3.64919964,328468.9084582,ETH,3.716411105258599,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4305,ETH,TRAC,0.062282519999999994,371.1391176,ETH,0.062301866417624474,FARM,Sushi,2021-07-19,Sushi,ETH,A
4306,ETH,TRAC,3.64919964,328468.9084582,ETH,3.716411105258599,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4307,ETH,TRAC,0.062282519999999994,371.1391176,ETH,0.062301866417624474,POOL,Sushi,2021-07-19,Sushi,ETH,A
4308,ETH,TRADE,2.05847628,646928.3058863,ETH,2.0797497775264295,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4309,ETH,TRADE,2.05847628,646928.3058863,ETH,2.0797497775264295,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4310,ETH,TRIB,1.02158052,42927.752827,ETH,1.026802025632323,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4311,ETH,TRIB,1.02158052,42927.752827,ETH,1.026802025632323,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4312,ETH,TRIBE,7.51125504,59956.6474826,ETH,7.799714368082267,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4313,ETH,TRIBE,7.51125504,59956.6474826,ETH,7.799714368082267,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4314,ETH,TRIPS,1.2326046,5731.4084652,ETH,1.2402114086423222,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4315,ETH,TRIPS,1.2326046,5731.4084652,ETH,1.2402114086423222,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4316,ETH,TRND,0.8471833199999999,32078.884013200004,ETH,0.8507721581200389,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4317,ETH,TRND,0.8471833199999999,32078.884013200004,ETH,0.8507721581200389,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4318,ETH,TRST,42.9305478,5240.53413,ETH,53.58027456289054,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4319,ETH,TRST,42.9305478,5240.53413,ETH,53.58027456289054,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4320,ETH,TRU,27.322477320000004,790786.6012756,ETH,31.40612882740985,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4321,ETH,TRU,260.94213768,11487.8079079,ETH,1246.5597351669508,FARM,Sushi,2021-07-19,Sushi,ETH,A
4322,ETH,TRU,12.677612160000002,95472.2867465,ETH,13.513786441852439,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4323,ETH,TRU,10.187035920000001,858952.4561681,ETH,10.722418163807902,FARM,Sushi,2021-07-19,Sushi,ETH,A
4324,ETH,TRU,27.322477320000004,790786.6012756,ETH,31.40612882740985,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4325,ETH,TRU,260.94213768,11487.8079079,ETH,1246.5597351669508,POOL,Sushi,2021-07-19,Sushi,ETH,A
4326,ETH,TRU,12.677612160000002,95472.2867465,ETH,13.513786441852439,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4327,ETH,TRU,10.187035920000001,858952.4561681,ETH,10.722418163807902,POOL,Sushi,2021-07-19,Sushi,ETH,A
4328,ETH,TRUSD,0.0,9.9036811,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4329,ETH,TRUSD,0.0,9.9036811,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4330,ETH,TRXC,0.07012224,176.8924841,ETH,0.07014676398131581,FARM,Sushi,2021-07-19,Sushi,ETH,A
4331,ETH,TRXC,0.07012224,176.8924841,ETH,0.07014676398131581,POOL,Sushi,2021-07-19,Sushi,ETH,A
4332,ETH,TSLA,0.0,1.0000000000000002e-06,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4333,ETH,TSLA,0.0,1.0000000000000002e-06,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4334,ETH,TST,0.61526688,195.6727011,ETH,0.617158316892108,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4335,ETH,TST,6.1809040799999995,218.56768590000001,ETH,6.375362432880993,FARM,Sushi,2021-07-19,Sushi,ETH,A
4336,ETH,TST,0.61526688,195.6727011,ETH,0.617158316892108,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4337,ETH,TST,6.1809040799999995,218.56768590000001,ETH,6.375362432880993,POOL,Sushi,2021-07-19,Sushi,ETH,A
4338,ETH,TUSD,6.866021999999999,936971.2142738,ETH,7.106530246789533,FARM,Sushi,2021-07-19,Sushi,ETH,A
4339,ETH,TUSD,4.26467916,1390019.1744295,ETH,4.356663254722726,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4340,ETH,TUSD,6.866021999999999,936971.2142738,ETH,7.106530246789533,POOL,Sushi,2021-07-19,Sushi,ETH,A
4341,ETH,TUSD,4.26467916,1390019.1744295,ETH,4.356663254722726,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4342,ETH,TVK,100.06575287999999,741190.2822907,ETH,171.63480936667037,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4343,ETH,TVK,100.06575287999999,741190.2822907,ETH,171.63480936667037,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4344,ETH,TWERKY,0.0,379.1644781,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4345,ETH,TWERKY,0.0,379.1644781,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4346,ETH,TXL,4.833981720000001,252322.1437221,ETH,4.952388289648302,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4347,ETH,TXL,1.6631255999999999,51813.637165800006,ETH,1.676993998891252,FARM,Sushi,2021-07-19,Sushi,ETH,A
4348,ETH,TXL,4.833981720000001,252322.1437221,ETH,4.952388289648302,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4349,ETH,TXL,1.6631255999999999,51813.637165800006,ETH,1.676993998891252,POOL,Sushi,2021-07-19,Sushi,ETH,A
4350,ETH,TXT,0.08767764,131.89083730000002,ETH,0.08771598267740544,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4351,ETH,TXT,0.08767764,131.89083730000002,ETH,0.08771598267740544,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4352,ETH,UBI,3.18088584,79623.2919757,ETH,3.231873637269711,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4353,ETH,UBI,3.18088584,79623.2919757,ETH,3.231873637269711,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4354,ETH,UBT,15.25,1615136.20,PLOYGON,16.470536679589244,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
4355,ETH,UBT,9.696879599999999,730702.1398808,ETH,10.181180196584293,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4356,ETH,UBT,9.696879599999999,730702.1398808,ETH,10.181180196584293,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4357,ETH,UBXT,6.6274190399999995,120237.736565,ETH,6.851322655743997,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4358,ETH,UBXT,5.2378914,613155.6246322,ETH,5.377099695458454,FARM,Sushi,2021-07-19,Sushi,ETH,A
4359,ETH,UBXT,6.6274190399999995,120237.736565,ETH,6.851322655743997,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4360,ETH,UBXT,5.2378914,613155.6246322,ETH,5.377099695458454,POOL,Sushi,2021-07-19,Sushi,ETH,A
4361,ETH,UDO,20.25790788,224888.0494058,ETH,22.448810447576474,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4362,ETH,UDO,20.25790788,224888.0494058,ETH,22.448810447576474,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4363,ETH,UDT,11.14723896,267209.3065555,ETH,11.790385198229103,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4364,ETH,UDT,11.14723896,267209.3065555,ETH,11.790385198229103,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4365,ETH,UFR,4.04109084,5390.4782829000005,ETH,4.1236210841547605,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4366,ETH,UFR,4.04109084,5390.4782829000005,ETH,4.1236210841547605,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4367,ETH,UFT,8.6883918,744239.0587444999,ETH,9.075877596587834,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4368,ETH,UFT,4.882845,97750.7324755,ETH,5.003677171778054,FARM,Sushi,2021-07-19,Sushi,ETH,A
4369,ETH,UFT,8.6883918,744239.0587444999,ETH,9.075877596587834,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4370,ETH,UFT,4.882845,97750.7324755,ETH,5.003677171778054,POOL,Sushi,2021-07-19,Sushi,ETH,A
4371,ETH,ULC,0.0,9e-07,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4372,ETH,ULC,0.0,9e-07,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4373,ETH,UMA,3.98368008,4501148.9448076,ETH,4.063866645039771,FARM,Sushi,2021-07-19,Sushi,ETH,A
4374,ETH,UMA,1.7447350799999999,74061.2871906,ETH,1.7600020565153196,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4375,ETH,UMA,3.98368008,4501148.9448076,ETH,4.063866645039771,POOL,Sushi,2021-07-19,Sushi,ETH,A
4376,ETH,UMA,1.7447350799999999,74061.2871906,ETH,1.7600020565153196,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4377,ETH,UMB,31.90655856,58343.2574129,ETH,37.56498131458099,FARM,Sushi,2021-07-19,Sushi,ETH,A
4378,ETH,UMB,26.58471372,448806.3257649,ETH,30.44093977051141,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4379,ETH,UMB,31.90655856,58343.2574129,ETH,37.56498131458099,POOL,Sushi,2021-07-19,Sushi,ETH,A
4380,ETH,UMB,26.58471372,448806.3257649,ETH,30.44093977051141,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4381,ETH,UNC,0.62218128,454393.6607564,ETH,0.6241155122775899,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4382,ETH,UNC,0.62218128,454393.6607564,ETH,0.6241155122775899,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4383,ETH,UNDB,0.72917892,123472.08991729999,ETH,0.7318365662491777,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4384,ETH,UNDB,0.72917892,123472.08991729999,ETH,0.7318365662491777,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4385,ETH,UNI,0.0,12.830958599999999,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4386,ETH,UNI,3.16243308,39410129.785238996,ETH,3.2128279196423692,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4387,ETH,UNI,2.37089604,1594948.6750827,ETH,2.3991463762467413,FARM,Sushi,2021-07-19,Sushi,ETH,A
4388,ETH,UNI,0.0,12.830958599999999,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4389,ETH,UNI,3.16243308,39410129.785238996,ETH,3.2128279196423692,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4390,ETH,UNI,2.37089604,1594948.6750827,ETH,2.3991463762467413,POOL,Sushi,2021-07-19,Sushi,ETH,A
4391,ETH,UNIFI,2.2292514000000003,30092.1303856,ETH,2.2542152747299316,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4392,ETH,UNIFI,2.2292514000000003,30092.1303856,ETH,2.2542152747299316,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4393,ETH,UNISTAKE,0.7760106,1473498.78792,ETH,0.7790210524906582,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4394,ETH,UNISTAKE,0.7760106,1473498.78792,ETH,0.7790210524906582,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4395,ETH,UNN,7.45828752,748065.2665056,ETH,7.742642352276952,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4396,ETH,UNN,7.45828752,748065.2665056,ETH,7.742642352276952,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4397,ETH,UNO,2.7988584000000003,221700.6470545,ETH,2.8382840824518585,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4398,ETH,UNO,2.7988584000000003,221700.6470545,ETH,2.8382840824518585,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4399,ETH,UOP,0.68348856,110988.5908875,ETH,0.6858232305510192,FARM,Sushi,2021-07-19,Sushi,ETH,A
4400,ETH,UOP,0.68348856,110988.5908875,ETH,0.6858232305510192,POOL,Sushi,2021-07-19,Sushi,ETH,A
4401,ETH,UOS,39.36455772000001,283133.5417977,ETH,48.20606642105882,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4402,ETH,UOS,39.36455772000001,283133.5417977,ETH,48.20606642105882,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4403,ETH,UPR,0.44009292,40071.6134053,ETH,0.4410600862332803,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4404,ETH,UPR,0.44009292,40071.6134053,ETH,0.4410600862332803,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4405,ETH,USDC,11.31,52569067.59,BSC,11.972428496804088,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
4406,ETH,USDC,14.34,52579929.24,BSC,15.415888215061457,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
4407,ETH,USDC,0.00,599352.82,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-07-19,https://1inch.exchange/#/dao/farming,ETH,B
4408,ETH,USDC,3.94,11096754.839776598,SOL,4.018426321998203,FARM,Raydium,2021-07-19,Raydium,SOL,B
4409,ETH,USDC,7.691683319999999,200707878.5662963,ETH,7.994350540295092,FARM,Sushi,2021-07-19,Sushi,ETH,A
4410,ETH,USDC,11.978851679999998,128305956.2527847,ETH,12.723627719074893,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4411,ETH,USDC,3.94,11096754.839776598,SOL,4.018426321998203,POOL,Raydium,2021-07-19,Raydium,SOL,B
4412,ETH,USDC,7.691683319999999,200707878.5662963,ETH,7.994350540295092,POOL,Sushi,2021-07-19,Sushi,ETH,A
4413,ETH,USDC,11.978851679999998,128305956.2527847,ETH,12.723627719074893,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4414,ETH,USDC,10.85,779957.63,PLOYGON,11.458693771348493,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
4415,ETH,USDC,37.35,24362862.65,PLOYGON,45.25331486790882,FARM,https://dmm.exchange/,2021-07-19,,,
4416,ETH,USDC,10.58,108740538.43,PLOYGON,11.158249279677367,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
4417,ETH,USDC,93.39,152444.65,PLOYGON,154.1380104522923,FARM,https://swap.smartdex.app,2021-07-19,,,
4418,ETH,USDN,0.10986252,442.8096496,ETH,0.1099227254489632,FARM,Sushi,2021-07-19,Sushi,ETH,A
4419,ETH,USDN,0.10986252,442.8096496,ETH,0.1099227254489632,POOL,Sushi,2021-07-19,Sushi,ETH,A
4420,ETH,USDP,4.82322456,87866.2596733,ETH,4.94110049371681,FARM,Sushi,2021-07-19,Sushi,ETH,A
4421,ETH,USDP,4.82322456,87866.2596733,ETH,4.94110049371681,POOL,Sushi,2021-07-19,Sushi,ETH,A
4422,ETH,USDR,0.0,0.00024559999999999995,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4423,ETH,USDR,0.0,0.00024559999999999995,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4424,ETH,USDT,13.84,60105924.15,PLOYGON,14.840470643181881,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
4425,ETH,USDT,2.48,144870402.93,BSC,2.510921436844904,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
4426,ETH,USDT,0.00,358214.37,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-07-19,https://1inch.exchange/#/dao/farming,ETH,B
4427,ETH,USDT,4.57,3361432.390684862,SOL,4.675734127755193,FARM,Raydium,2021-07-19,Raydium,SOL,B
4428,ETH,USDT,6.7385179200000005,132652542.8185947,ETH,6.970077490499049,FARM,Sushi,2021-07-19,Sushi,ETH,A
4429,ETH,USDT,10.36870188,117790881.7290496,ETH,10.923689197850006,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4430,ETH,USDT,4.57,3361432.390684862,SOL,4.675734127755193,POOL,Raydium,2021-07-19,Raydium,SOL,B
4431,ETH,USDT,6.7385179200000005,132652542.8185947,ETH,6.970077490499049,POOL,Sushi,2021-07-19,Sushi,ETH,A
4432,ETH,USDT,10.36870188,117790881.7290496,ETH,10.923689197850006,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4433,ETH,UST,13.717446840000001,691401.3912668,ETH,14.69986926767608,FARM,Sushi,2021-07-19,Sushi,ETH,A
4434,ETH,UST,13.717446840000001,691401.3912668,ETH,14.69986926767608,POOL,Sushi,2021-07-19,Sushi,ETH,A
4435,ETH,UTK,0.10828656,285.1936533,ETH,0.10834505026058316,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4436,ETH,UTK,17.07946968,132397.9503916,ETH,18.61997969223781,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4437,ETH,UTK,0.10828656,285.1936533,ETH,0.10834505026058316,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4438,ETH,UTK,17.07946968,132397.9503916,ETH,18.61997969223781,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4439,ETH,UTU,1.78401708,6294.0008818,ETH,1.7999813397838516,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4440,ETH,UTU,1.78401708,6294.0008818,ETH,1.7999813397838516,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4441,ETH,UWL,1.74828204,15702.286493700001,ETH,1.763611334397197,FARM,Sushi,2021-07-19,Sushi,ETH,A
4442,ETH,UWL,1.64477484,894582.7169626,ETH,1.6583380549182403,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
4443,ETH,UWL,1.74828204,15702.286493700001,ETH,1.763611334397197,POOL,Sushi,2021-07-19,Sushi,ETH,A
4444,ETH,UWL,1.64477484,894582.7169626,ETH,1.6583380549182403,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4445,ETH,UniFi,0.34575575999999997,197.2702966,ETH,0.34635254143355887,FARM,Sushi,2021-07-19,Sushi,ETH,A
4446,ETH,UniFi,0.34575575999999997,197.2702966,ETH,0.34635254143355887,POOL,Sushi,2021-07-19,Sushi,ETH,A
4447,ETH,UniSushi,0.0,0.009152599999999999,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
4448,ETH,UniSushi,0.0,0.009152599999999999,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4449,ETH,VAI,5.28001788,281436.49588530004,ETH,5.421494312157149,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
