,pair1,pair2,apr,tvl,fee,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
14767,ETH,RLC,10.48500876,239031.3634158,,ETH,11.052739247055321,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14768,ETH,RLC,9.7858542,460827.2236871,,ETH,10.279230906153792,POOL,Sushi,2021-08-23,Sushi,ETH,A
14769,ETH,RLY,2.52961176,7671989.022744601,,ETH,2.5617880353119515,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14770,ETH,RMPL,0.09,626495.77,0,ETH,0.09004040109024114,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14771,ETH,RNBW,0.0,53.693252400000006,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
14772,ETH,RNDR,133.0151988,100728.4139842,,ETH,277.24858310838994,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14773,ETH,ROBO,3.47763756,16297.6884616,,ETH,3.538642963156402,POOL,Sushi,2021-08-23,Sushi,ETH,A
14774,ETH,ROGE,0.54,132177.90,0,ETH,0.5414566118383757,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,ETH,C
14775,ETH,ROGE,0.54,132177.90,0,ETH,0.5414566118383757,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,BSC,D
14776,ETH,ROOBEE,0.29985024,425.5947776,,ETH,0.30029900515526897,POOL,Sushi,2021-08-23,Sushi,ETH,A
14777,ETH,ROOK,3.35,3875660.79,0,ETH,3.406585412315155,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14778,ETH,ROOK,11.162398920000001,1170545.9873645,,ETH,11.807328682070217,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14779,ETH,ROOK,8.550223079999999,984781.6674035001,,ETH,8.925308452575575,POOL,Sushi,2021-08-23,Sushi,ETH,A
14780,ETH,ROOM,1846.0394139599998,531.9322154,,ETH,6623570973.94336,POOL,Sushi,2021-08-23,Sushi,ETH,A
14781,ETH,ROOM,4.87106844,40285.199724,,ETH,4.9913137306866195,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14782,ETH,ROOM,0,132954.49,0,ETH,0.0,FARM,https://app.optionroom.finance,2021-08-23,https://app.optionroom.finance,ETH,C
14783,ETH,ROT,2.2548572399999998,27614.2908485,,ETH,2.280400069333499,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14784,ETH,ROUTE,5.75262912,118634.5617586,,ETH,5.920831710765806,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14785,ETH,ROUTE (PoS),170.76,4972858.80,0,MATIC,449.3788190461311,FARM,https://dinoswap.exchange,2021-08-23,,,
14786,ETH,ROUTE (PoS),113.94,4973569.97,0,MATIC,211.9352012298993,FARM,https://exchange.dfyn.network,2021-08-23,https://exchange.dfyn.network,MATIC,B
14787,ETH,ROYA,10.933968359999998,312095.4353959,,ETH,11.552295169222493,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14788,ETH,RPL,17.71225308,592883.6024961,,ETH,19.372607272355836,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14789,ETH,RPL,3.33,1903943.74,0,ETH,3.385908055158948,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14790,ETH,RSR,7.02523716,7854.140228300001,,ETH,7.277163411193821,POOL,Sushi,2021-08-23,Sushi,ETH,A
14791,ETH,RSR,14.79039624,558179.6549414,,ETH,15.93668115121256,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14792,ETH,RSR,0.99,1844360.54,0,ETH,0.9949031523932561,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14793,ETH,RSV,3.84,68349.24,0,ETH,3.9144709610974937,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14794,ETH,RTRD,0.20391648,22597.1714367,,ETH,0.20412396027258417,POOL,Sushi,2021-08-23,Sushi,ETH,A
14795,ETH,RULER,1.8362907599999998,751604.4295168,,ETH,1.8532072069687322,POOL,Sushi,2021-08-23,Sushi,ETH,A
14796,ETH,RULER,31652220292.44,2495079.13,0,ETH,,FARM,https://app.rulerprotocol.com/app/farms,2021-08-23,https://app.rulerprotocol.com/app/farms,BSC,C
14797,ETH,RULER,31652220292.44,2495079.13,0,ETH,,FARM,https://app.rulerprotocol.com/app/farms,2021-08-23,https://app.rulerprotocol.com/app/farms,ETH,F
14798,ETH,RUNE,22.152773279999998,609164.7445653,,ETH,24.78979984500549,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14799,ETH,RUNE,18.634361639999998,1100876.5780276002,,ETH,20.477890109364516,POOL,Sushi,2021-08-23,Sushi,ETH,A
14800,ETH,RUNE,0.69,3832226.93,0,ETH,0.6923794176161957,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14801,ETH,RYOSHI,74.53,4217960.90,0,ETH,110.54729338665732,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
14802,ETH,RYUINU,1456.10,4.96,0,FANTOM,158811406.05750236,FARM,https://ftm.ryuinu.finance,2021-08-23,,,
14803,ETH,SAITAMA,0.39590604,15.8821935,,ETH,0.39668862759090207,POOL,Sushi,2021-08-23,Sushi,ETH,A
14804,ETH,SAK3,2805.8969248800004,3270.2566243,,ETH,54975471530900.375,POOL,Sushi,2021-08-23,Sushi,ETH,A
14805,ETH,SAKE,2.150148,106444.8213859,,ETH,2.1733655457824463,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14806,ETH,SAKE,26.64,360658.46,0,ETH,30.513023081620403,FARM,https://sakeswap.finance,2021-08-23,https://sakeswap.finance,ETH,C
14807,ETH,SALT,0.8037906,140491.7880834,,ETH,0.80702074757657,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14808,ETH,SAN,7.2378084000000005,84851.26309260001,,ETH,7.505401712105209,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14809,ETH,SAND,10.149409200000001,9234349.4141223,,ETH,10.680776384886958,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14810,ETH,SAND,0.65,30512546.70,0,ETH,0.6521112591902023,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14811,ETH,SAND,47.84,30495543.77,0,ETH,61.298541644783015,FARM,https://staking.sandbox.game,2021-08-23,https://staking.sandbox.game,ETH,C
14812,ETH,SASHIMI,0.00605148,6.422628,,ETH,0.006051662602168939,POOL,Sushi,2021-08-23,Sushi,ETH,A
14813,ETH,SASHIMI,1.36036332,18452.5011309,,ETH,1.3696326656717828,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14814,ETH,SAV3,0.05182296000000001,639066.4723906,,ETH,0.05183635360443972,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14815,ETH,SBREE,0.0,19.9147946,,ETH,0.0,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14816,ETH,SBTC,0.019855320000000003,259119.0294173,,ETH,0.019857285900748423,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14817,ETH,SCA,0.11,367669,0,ETH,0.11006035625642507,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
14818,ETH,SCIFI,0.7231987200000001,118475.92070989999,,ETH,0.7258129009218628,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14819,ETH,SDT,9.93422076,555997.4875661,,ETH,10.442925591347564,POOL,Sushi,2021-08-23,Sushi,ETH,A
14820,ETH,SDT,9.549381,1325662.5578426998,,ETH,10.018827066039936,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14821,ETH,SDT,87.48,4447470.19,0,ETH,139.58865994921769,FARM,https://stakedao.org,2021-08-23,https://stakedao.org,ETH,C
14822,ETH,SDT,87.56,1859522.10,0,ETH,139.77994870874602,FARM,https://stakedao.org,2021-08-23,https://stakedao.org,ETH,C
14823,ETH,SDT,33.13,407545.52,0,MATIC,39.25682931629035,FARM,https://swap.cometh.io/#/stake,2021-08-23,https://swap.cometh.io/#/stake,MATIC,C
14824,ETH,SDX,2.1302337600000003,194348.4794047,,ETH,2.1530217151454645,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14825,ETH,SEC,3.4936531199999994,80551.4794308,,ETH,3.555225000921758,POOL,Sushi,2021-08-23,Sushi,ETH,A
14826,ETH,SEED,0.0,3.9941318,,ETH,0.0,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14827,ETH,SEED,1.24,841.87,0,ETH,1.2476985504809246,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14828,ETH,SEEN,1.1926262399999998,224008.74155560002,,ETH,1.1997466659040112,POOL,Sushi,2021-08-23,Sushi,ETH,A
14829,ETH,SEFI,1.3492966800000001,881.6246167,,ETH,1.358415490416931,POOL,Sushi,2021-08-23,Sushi,ETH,A
14830,ETH,SENT,2.5788196799999996,689.1628413999999,,ETH,2.612265444011741,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14831,ETH,SFI,7.08642936,712546.2821441999,,ETH,7.342816061338597,POOL,Sushi,2021-08-23,Sushi,ETH,A
14832,ETH,SFI,23.66363112,1076760.0404895,,ETH,26.68831058034162,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14833,ETH,SFI,118.87,3036243.41,0,MATIC,227.6476362798424,FARM,https://dinoswap.exchange,2021-08-23,,,
14834,ETH,SGT,0.1410828,223.9228935,,ETH,0.14118209555820105,POOL,Sushi,2021-08-23,Sushi,ETH,A
14835,ETH,SGT,0.00,30516.43,0,ETH,0.0,FARM,https://www.sharedstake.org/earn,2021-08-23,https://www.sharedstake.org/earn,ETH,D
14836,ETH,SHAKE,13.33523772,104159.6395846,,ETH,14.26247441233528,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14837,ETH,SHAKE,0.0,4.7578152000000005,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
14838,ETH,SHARE,1.3539699600000001,79572.6631586,,ETH,1.3631521882521813,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14839,ETH,SHARE,5.38,267407.33,0,ETH,5.526934261723482,FARM,https://www.dollarprotocol.com/#/stake,2021-08-23,https://www.dollarprotocol.com/#/stake,ETH,F
14840,ETH,SHIB,52.81,4519.32,2,BSC,69.5060320546693,FARM,https://benswap.finance/,2021-08-23,https://benswap.finance/,BSC,D
14841,ETH,SHIB,9.77724744,1487.2103499,,ETH,10.269742388552473,POOL,Sushi,2021-08-23,Sushi,ETH,A
14842,ETH,SHIB,45.57519852,1612382.1260826,,ETH,57.691071243956735,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14843,ETH,SHIB,34.67,45301909.10,0,ETH,41.41596184535836,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
14844,ETH,SHIB,0.00,5296206.66,0,ETH,0.0,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,ETH,C
14845,ETH,SHIB,0.00,5296206.66,0,ETH,0.0,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,BSC,D
14846,ETH,SHIBAKEN,0,508771.37,0,ETH,0.0,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,ETH,C
14847,ETH,SHIBAKEN,0,508771.37,0,ETH,0.0,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,BSC,D
14848,ETH,SHIP,1.6085622,454.1982314,,ETH,1.62153319159819,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14849,ETH,SHIT,1.9719134400000002,4068.5818065000003,,ETH,1.9914297549489035,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14850,ETH,SHPING,0.10207559999999999,240.6368586,,ETH,0.10212757199372646,POOL,Sushi,2021-08-23,Sushi,ETH,A
14851,ETH,SHR,1.95,513182.39,0,ETH,1.9690835732289136,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14852,ETH,SHR,11.45627016,159677.4217876,,ETH,12.136279450786859,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14853,ETH,SHROOM,1.39,858304.35,0,ETH,1.3996785793956246,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14854,ETH,SHROOM,19.13775888,246046.62616780002,,ETH,21.085586325350334,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14855,ETH,SHUF,1.0928087999999998,20480.8651693,,ETH,1.0987852272708931,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14856,ETH,SI,0.00,2731649.29,0,ETH,0.0,FARM,https://app.sirenmarkets.com/stake,2021-08-23,https://app.sirenmarkets.com/stake,ETH,C
14857,ETH,SI,0.00,4796137.60,0,ETH,0.0,FARM,https://app.sirenmarkets.com/stake,2021-08-23,https://app.sirenmarkets.com/stake,ETH,C
14858,ETH,SI,1.50407256,1396053.2780737998,,ETH,1.5154091963469396,POOL,Sushi,2021-08-23,Sushi,ETH,A
14859,ETH,SI,1.91211996,797553.3667977001,,ETH,1.9304670010676706,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14860,ETH,SIG,4.067786160000001,445238.5528294,,ETH,4.151417840371163,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14861,ETH,SIG,223.66,1464657.65,0,ETH,829.7776548666696,FARM,https://app.xsigma.fi,2021-08-23,https://app.xsigma.fi,ETH,C
14862,ETH,SIMURGH,1372.90,926.70,2,BSC,71290011.28841239,FARM,https://simurgh.finance,2021-08-23,https://simurgh.finance,BSC,D
14863,ETH,SKL,0.0,4.501558800000001,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
14864,ETH,SKL,10.35879744,1298464.7131743,,ETH,10.912706489913027,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14865,ETH,SKL,3.41,4234689.46,0,ETH,3.4686422321099863,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14866,ETH,SKM,9.93513948,3291.2049103,,ETH,10.4439399811588,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14867,ETH,SKY,47275.30,4.84,0,BSC,5.016969397407309e+133,FARM,https://skylinefi.com,2021-08-23,https://skylinefi.com,BSC,F
14868,ETH,SLINK,1.6357176,8070.8609626,,ETH,1.6491314459343487,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14869,ETH,SLP,0.0,1304.7730044,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
14870,ETH,SLP,0.08129279999999998,2.0014878,,ETH,0.08132576095043476,POOL,Sushi,2021-08-23,Sushi,ETH,A
14871,ETH,SLP,0.017964840000000003,210.01753549999998,,ETH,0.017966449353012948,POOL,Sushi,2021-08-23,Sushi,ETH,A
14872,ETH,SLP,19.58164488,57213.0482999,,ETH,21.623976763625397,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14873,ETH,SLP,2.46,180414.32,0,ETH,2.4904226896778514,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14874,ETH,SMSCT,0.7628704799999999,4487.6728053,,ETH,0.7657797173087344,POOL,Sushi,2021-08-23,Sushi,ETH,A
14875,ETH,SMTY,133.51,344806.04,0,ETH,279.1130153528597,FARM,https://smoothy.finance,2021-08-23,https://smoothy.finance,BSC,D
14876,ETH,SMTY,133.51,344806.04,0,ETH,279.1130153528597,FARM,https://smoothy.finance,2021-08-23,https://smoothy.finance,ETH,D
14877,ETH,SNC,0.7705111200000001,1370.5873043000001,,ETH,0.7734790001909353,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14878,ETH,SNM,0.34125156,32.8758149,,ETH,0.341832885342197,POOL,Sushi,2021-08-23,Sushi,ETH,A
14879,ETH,SNOGE,1855.76,174642.20,0,ETH,7265587331.939099,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,ETH,C
14880,ETH,SNOGE,1855.76,174642.20,0,ETH,7265587331.939099,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,BSC,D
14881,ETH,SNOW,8.717424600000001,170212.5322315,,ETH,9.107542424319416,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14882,ETH,SNT,1.0406354400000002,485176.5886215,,ETH,1.0460538922348883,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14883,ETH,SNT,0.29,1624837.94,0,ETH,0.2904197513866391,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14884,ETH,SNTVT,37.51439664,100327.54750629999,,ETH,45.49205778565957,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14885,ETH,SNX,14.314749480000001,1037579.3079551,,ETH,15.386760214409257,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14886,ETH,SNX,11.262014279999999,6159210.6698927,,ETH,11.918727211039549,POOL,Sushi,2021-08-23,Sushi,ETH,A
14887,ETH,SNX,2.83,3470431.62,0,ETH,2.8703120866827803,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14888,ETH,SNX,63.00,2386926.48,0,ETH,87.65911749585749,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
14889,ETH,SNX,38.32,30823.45,2.5,MATIC,46.66765442143805,FARM,https://polycrystal.finance,2021-08-23,https://polycrystal.finance,MATIC,C
14890,ETH,SNX,64.98,231800.80,0,MATIC,91.40516433392864,FARM,https://app.wault.finance/polygon,2021-08-23,https://app.wault.finance/polygon,MATIC,B
14891,ETH,SNX,20.11,1818451.88,0,MATIC,22.267932829653247,FARM,https://app.sushi.com,2021-08-23,https://app.sushi.com,MATIC,A
14892,ETH,SOCKS,9.14505756,116153.40533529999,,ETH,9.575006656404582,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14893,ETH,SOCKS,1.52,398018.67,0,ETH,1.531578620059637,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14894,ETH,SOLOS,2.08789968,4.0512493,,ETH,2.1097878233590217,POOL,Sushi,2021-08-23,Sushi,ETH,A
14895,ETH,SON,699.45,175.97,0,FANTOM,101978.39676741276,FARM,https://ftm.borgswap.exchange,2021-08-23,https://ftm.borgswap.exchange,FANTOM,C
14896,ETH,SOTA,25.860524159999997,8387.7663258,,ETH,29.500385628172964,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14897,ETH,SOUL,7.402234679999999,103.66059630000001,,ETH,7.682278748827565,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14898,ETH,SPACE,0.0,90.0675049,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
14899,ETH,SPANK,1976.83183068,18140.0058354,,ETH,22953602748.346645,POOL,Sushi,2021-08-23,Sushi,ETH,A
14900,ETH,SPANK,513.74671836,849.6924445000001,,ETH,16329.232881654794,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14901,ETH,SPDR,4.91248176,258722.26474169997,,ETH,5.034797295070148,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14902,ETH,SPELL,51.08066232,3451808.9725015997,,ETH,66.6039956584456,POOL,Sushi,2021-08-23,Sushi,ETH,A
14903,ETH,SPELL,187.45,11128726.70,0,ETH,548.6370050441079,FARM,https://abracadabra.money,2021-08-23,https://abracadabra.money,ETH,C
14904,ETH,SPI,11.134517039999999,2036019.206896,,ETH,11.776168558530964,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14905,ETH,SPR,118.66,63.27,0,MATIC,226.9625251005035,FARM,https://polyvolve.finance,2021-08-23,https://polyvolve.finance,MATIC,D
14906,ETH,SPUNK,3.0640183199999997,17592.601983800003,,ETH,3.111309884178093,POOL,Sushi,2021-08-23,Sushi,ETH,A
14907,ETH,SQGL,10.60230552,221724.8554166,,ETH,11.183039276588369,POOL,Sushi,2021-08-23,Sushi,ETH,A
14908,ETH,SQUIG,2.9986728,1304.7717673999998,,ETH,3.043958863927365,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14909,ETH,SQUIG,0.50637792,478.2884198,,ETH,0.5076586494311863,POOL,Sushi,2021-08-23,Sushi,ETH,A
14910,ETH,SRK,6.38535048,410552.4059682,,ETH,6.593027991704048,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14911,ETH,SRM,14.62,244369.416307027,,SOL,15.739377043155711,POOL,Raydium,2021-08-23,Raydium,SOL,B
14912,ETH,SRM,41.0882016,5765192.7121022,,ETH,50.77989276833008,POOL,Sushi,2021-08-23,Sushi,ETH,A
14913,ETH,SRM,197.10597564,228770.5764148,,ETH,614.0314452207032,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14914,ETH,SRM,0.88,746009.60,0,ETH,0.8838726810909359,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14915,ETH,SS,14.303052240000001,8446.4461089,,ETH,15.373269225985764,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14916,ETH,ST,0.38124119999999995,279.5423892,,ETH,0.38196685005371656,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14917,ETH,STA,3.8035518,42120.7698924,,ETH,3.876606872301336,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14918,ETH,STAK,20.2349142,551627.6212766,,ETH,22.4206738021808,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14919,ETH,STAKE,14.77935708,1555824.4343456,,ETH,15.923888603403679,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14920,ETH,STAKE,6.4167042,690489.5737741,,ETH,6.626448249283223,POOL,Sushi,2021-08-23,Sushi,ETH,A
14921,ETH,STAKE,2.01,5090820.62,0,ETH,2.030280060778078,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14922,ETH,STARL,90.61,689580.51,0,ETH,147.18755061892085,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
14923,ETH,STBZ,2.193609,254933.87407770002,,ETH,2.2177781198519986,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14924,ETH,STBZ,82.01,834558.48,0,ETH,126.86389204803694,FARM,https://www.stabilize.finance/app/,2021-08-23,https://www.stabilize.finance/app/,ETH,D
14925,ETH,STMX,5.31367032,3577.8838326,,ETH,5.456972038009433,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14926,ETH,STOGE,0.24,184685.42,0,ETH,0.24028743960795573,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,ETH,C
14927,ETH,STOGE,0.24,184685.42,0,ETH,0.24028743960795573,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,BSC,D
14928,ETH,STORJ,3.2126292000000003,352752.05151019996,,ETH,3.264645233462682,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14929,ETH,STORJ,0.05,1173622.63,0,ETH,0.050012467819593454,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14930,ETH,STRONG,61.81328244000001,2048169.6193996,,ETH,85.44905201145086,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14931,ETH,SUM,0.05064624,7.9441203,,ETH,0.05065903221952439,POOL,Sushi,2021-08-23,Sushi,ETH,A
14932,ETH,SUPER,28.19,399253.37,0,MATIC,32.550192135503366,FARM,https://quickswap.exchange/#/quick,2021-08-23,https://quickswap.exchange/#/quick,MATIC,B
14933,ETH,SUPER,15.58720104,7274553.9135234,,ETH,16.863773052865483,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14934,ETH,SUPER,240.588117,63230.07306169999,,ETH,1000.100588387822,POOL,Sushi,2021-08-23,Sushi,ETH,A
14935,ETH,SUPER,4.65,379098,0,ETH,4.759497636549348,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
14936,ETH,SURF,1.2762132,3822.4739311000003,,ETH,1.2843689574429495,POOL,Sushi,2021-08-23,Sushi,ETH,A
14937,ETH,SURF,0.59686284,726090.6183007001,,ETH,0.5986427061336341,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14938,ETH,SUSHI,38.30,3173476.60,0,BSC,46.63835457343808,FARM,https://apeswap.finance,2021-08-23,https://apeswap.finance,BSC,C
14939,ETH,SUSHI,160.64,11.14,0,BSC,396.7294757179041,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
14940,ETH,SUSHI,160.64,11.14,0,BSC,396.7294757179041,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
14941,ETH,SUSHI,21.18,18013649.54,0,BSC,23.58247645721856,FARM,https://pancakeswap.finance,2021-08-23,https://pancakeswap.finance,BSC,B
14942,ETH,SUSHI,32.79,2295812.17,0,BSC,38.78458580745922,FARM,https://biswap.org,2021-08-23,https://biswap.org,BSC,D
14943,ETH,SUSHI,0,0.00,2,BSC,0.0,FARM,https://gocerberus.finance,2021-08-23,https://gocerberus.finance,BSC,C
14944,ETH,SUSHI,0.46,664280.13,0,BSC,0.4610567121640763,FARM,https://app.swamp.finance,2021-08-23,https://app.swamp.finance,BSC,C
14945,ETH,SUSHI,144.58,448.32,4,BSC,323.3140121044383,FARM,https://app.hyruleswap.com,2021-08-23,https://app.hyruleswap.com,BSC,D
14946,ETH,SUSHI,51.28,79516.45,0,BSC,66.93596547051786,FARM,https://pantherswap.com,2021-08-23,https://pantherswap.com,BSC,C
14947,ETH,SUSHI,3.10,1232.11,4,BSC,3.1484146077249475,FARM,https://mouse.farm,2021-08-23,https://mouse.farm,BSC,D
14948,ETH,SUSHI,8.77921908,160415093.95279512,,ETH,9.174969532844202,POOL,Sushi,2021-08-23,Sushi,ETH,A
14949,ETH,SUSHI,23.19252504,853728.8300712999,,ETH,26.09325895148753,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14950,ETH,SUSHI,2.50,2798772.86,0,ETH,2.5314242726590885,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14951,ETH,SUSHI,36.76,24544604.25,0,ETH,44.39970751239171,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
14952,ETH,SUSHI,144.35,172.11,0,MATIC,322.345338234982,FARM,https://polywolf.finance,2021-08-23,https://polywolf.finance,MATIC,F
14953,ETH,SUSHI,106.96,1800893.09,0,MATIC,190.9658938842464,FARM,https://gemstones.finance,2021-08-23,https://gemstones.finance,MATIC,C
14954,ETH,SUSHI,0.00,1787682.93,4,MATIC,0.0,FARM,https://kavian.finance,2021-08-23,,,
14955,ETH,SVC001,5.53222704,8752.0486847,,ETH,5.687673075437094,POOL,Sushi,2021-08-23,Sushi,ETH,A
14956,ETH,SWAG,29.2569054,8158.856290899999,,ETH,33.97082427077396,POOL,Sushi,2021-08-23,Sushi,ETH,A
14957,ETH,SWAP,4.80,4933364.41,0,ETH,4.916734426492164,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14958,ETH,SWAP,20.43036252,1435802.574095,,ETH,22.660043455361812,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14959,ETH,SWINGBY,1.48339968,177805.4842105,,ETH,1.494426065323684,POOL,Sushi,2021-08-23,Sushi,ETH,A
14960,ETH,SWISS,0.11861856000000001,211439.865496,,ETH,0.11868874666391971,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14961,ETH,SWP,7.26,9144.94,0,MATIC,7.529256790024852,FARM,https://swap.net,2021-08-23,,,
14962,ETH,SWRV,17.8233936,23455.038029400002,,ETH,19.505287738568388,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14963,ETH,SWRV,5.09,78553.34,0,ETH,5.221393223095805,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14964,ETH,SWTH,1.07528508,71585.9526285,,ETH,1.0810710374732135,POOL,Sushi,2021-08-23,Sushi,ETH,A
14965,ETH,SX,45.44,8264177.91,0,MATIC,57.47828442324654,FARM,https://dinoswap.exchange,2021-08-23,,,
14966,ETH,SX,0.00,112158.04,0,MATIC,0.0,FARM,https://quickswap.exchange/#/quick,2021-08-23,https://quickswap.exchange/#/quick,MATIC,B
