,pair1,pair2,apr,tvl,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
208,AURORA,SON,1385.62,61.09,FANTOM,80585987.23430489,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
209,AUSCM,ETH,1.033725,237162.47485529998,ETH,1.0390716049714976,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
210,AUSS,USDC,0.0,0.0001,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
211,AUTO,BNB,77.63,17684486.13,BSC,117.16247760411717,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
212,AUTO,BNB,21.10,452399.53,BSC,23.483707194023793,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
213,AUTO,BNB,75.50,3619935.47,BSC,112.59530989274124,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
214,AUTO,BNB,38.48,1297097.40,BSC,46.90226348417947,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
215,AUTO,BNB,171.49,452327.54,BSC,453.38510676356157,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
216,AUTO,BUSD,42.55,2477289.57,BSC,52.997619818175565,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
217,AVA,ETH,1.09823604,1078.3471097,ETH,1.1042720851904164,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
218,AVASTR,ETH,0.7166845199999999,1259.3293136999998,ETH,0.719251763136719,POOL,Sushi,2021-07-19,Sushi,ETH,A
219,AVASTR,NFTX,1.95912732,18592.6118661,ETH,1.9783905441340233,POOL,Sushi,2021-07-19,Sushi,ETH,A
220,AVASTR,NFTX,1.15861608,35772.4957943,ETH,1.1653354304792307,POOL,Sushi,2021-07-19,Sushi,ETH,A
221,AVASTR,NFTX,1.00572792,32820.7212745,ETH,1.0107883648617921,POOL,Sushi,2021-07-19,Sushi,ETH,A
222,AVASTR,RANK,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
223,AVAX,AAVE,11.74,2412377.24,AVAX,12.45479397355831,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
224,AVAX,BAMBOO-V2,258.60,1287.37,AVAX,1215.6056515434066,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
225,AVAX,BAMBOO-V2,63.31,8791.37,AVAX,88.24075544091166,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
226,AVAX,BNB,33.57,1980940.65,BSC,39.870347545725515,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
227,AVAX,BTC,28.98,1663.96,AVAX,33.600659867404744,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
228,AVAX,BTC,11.78,10136826.96,AVAX,12.499770394804411,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
229,AVAX,BTC,46.30,12302.69,AVAX,58.836723428039896,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
230,AVAX,COM,25.32,18664.73,AVAX,28.802780907659375,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
231,AVAX,COM+,121.99,18630.59,AVAX,237.996705012026,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
232,AVAX,DAI,13.02,3999230.49,AVAX,13.902972724374107,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
233,AVAX,DAI,10.78,79379.81,AVAX,11.380723081457411,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
234,AVAX,ETH,58.63,20575.76,AVAX,79.64807574918606,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
235,AVAX,ETH,13.19,46569232.02,AVAX,14.096702844890462,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
236,AVAX,ETH,8.89,63793.85,AVAX,9.295952285873144,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
237,AVAX,ETH,28.62,82596.50,AVAX,33.12094002395518,FARM,https://exchange.yetiswap.app,2021-07-19,https://exchange.yetiswap.app,AVAX,D
238,AVAX,LINK,11.75,9487949.25,AVAX,12.466036397474657,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
239,AVAX,PNG,117.43,55823770.34,AVAX,222.9783242872018,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
240,AVAX,SPORE,18.70,226636.83,AVAX,20.556955330026703,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
241,AVAX,SUSHI,11.94,5131409.66,AVAX,12.67985554180342,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
242,AVAX,UNI,11.93,939319.20,AVAX,12.668591802539586,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
243,AVAX,USDT,110.09,990.56,AVAX,200.18929804777258,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
244,AVAX,USDT,22.02,3678300.93,AVAX,24.62432234540506,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
245,AVAX,USDT,7.05,180758.15,AVAX,7.303726450611192,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
246,AVAX,USDT,80.36,41245.92,AVAX,123.15952216814563,FARM,https://exchange.yetiswap.app,2021-07-19,https://exchange.yetiswap.app,AVAX,D
247,AVAX,YFI,11.82,351009.67,AVAX,12.544764755108751,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
248,AVAX,YTS,157.21,42552.62,AVAX,380.0519186645862,FARM,https://exchange.yetiswap.app,2021-07-19,https://exchange.yetiswap.app,AVAX,D
249,AVAX,ZERO,0.00,315735.48,AVAX,0.0,FARM,https://app.0.exchange,2021-07-19,https://app.0.exchange,AVAX,F
250,AVAX,xCOM,82.11,1433.45,AVAX,127.09036000562688,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
251,AVAX+,COM+,145.63,8513.44,AVAX,327.76444066813076,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
252,AVINOC,ETH,0.01199232,69.12336769999999,ETH,0.011993037135393791,POOL,Sushi,2021-07-19,Sushi,ETH,A
253,AVS,ETH,0.0,6.0048065,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
254,AVS,GRAIL,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
255,AXIE,ORIGIN,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
256,AXN,ETH,0.0447576,78.4136436,ETH,0.04476759025224819,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
257,AXN,ETH,0.00375876,424.7159617,ETH,0.0037588304506286363,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
258,AXN,ETH,11.502053279999998,1241530.6830089001,ETH,12.187614543919857,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
259,AXS,ETH,84.1703634,1743012.869693,ETH,131.8069259403871,POOL,Sushi,2021-07-19,Sushi,ETH,A
260,AXS,ETH,191.28991356,264183.2628931,ETH,573.8949153372018,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
261,AXS,ETH,303.45756564,47318.5693894,ETH,1953.294260556482,POOL,Sushi,2021-07-19,Sushi,ETH,A
262,AZUKI,ETH,61.59,277334.88,PLOYGON,85.03613601516848,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
263,AZUKI,ETH,1.5536650799999998,127646.2178503,ETH,1.5657636217504267,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
264,AZUKI,MUST,107.51,96495.77,PLOYGON,192.56590156532107,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
265,AfroX,AFDLT,0.03505788,172.8598082,ETH,0.035064009149365916,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
266,AfroX,ETH,0.85164144,39.4823214,ETH,0.8552682021496727,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
267,Alpaca,ETH,0.0,368.2208965,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
268,Auction,ETH,10.1263032,494049.1365498,ETH,10.655212538541559,POOL,Sushi,2021-07-19,Sushi,ETH,A
269,B20,ETH,67.54902228,10819.0514705,ETH,96.37696995992162,POOL,Sushi,2021-07-19,Sushi,ETH,A
270,BAB,BAC,5.97620088,92506.0365601,ETH,6.157867568032338,POOL,Sushi,2021-07-19,Sushi,ETH,A
271,BAB,ETH,0.0,0.1171273,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
272,BABES,ETH,0.19042847999999996,1904.9470408,ETH,0.1906094124812574,POOL,Sushi,2021-07-19,Sushi,ETH,A
273,BABYETH,ETH,1.6441455600000001,2377.4002894,ETH,1.6576983701638959,POOL,Sushi,2021-07-19,Sushi,ETH,A
274,BAC,BAB,5.97620088,92506.0365601,ETH,6.157867568032338,POOL,Sushi,2021-07-19,Sushi,ETH,A
275,BAC,DAI,1.0991084400000002,11661376.8375745,ETH,1.1051540961550144,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
276,BAC,ETH,0.38657064,2492.8862018,ETH,0.38731673303145087,POOL,Sushi,2021-07-19,Sushi,ETH,A
277,BACON,SUSHI,0.18243792,2013.7799377,ETH,0.1826039824527559,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
278,BADGER,BTC,2.22885504,5332564.390604001,ETH,2.2538100054782184,POOL,Sushi,2021-07-19,Sushi,ETH,A
279,BADGER,BTC,1.99980228,2585037.2792639,ETH,2.0198764004407233,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
280,BADGER,ETH,0.00430404,12.2835248,ETH,0.004304132374532976,POOL,Sushi,2021-07-19,Sushi,ETH,A
281,BADGER,ETH,6.38288772,64281.9182227,ETH,6.590403352639629,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
282,BADGER,FTM,81.68,345014.26,FANTOM,126.118144573873,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
283,BAEPAY,ETH,1.8528650400000002,30849.326217,ETH,1.8700891885618853,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
284,BAKC,ETH,4.63758048,22868.5438945,ETH,4.746489472570614,POOL,Sushi,2021-07-19,Sushi,ETH,A
285,BAKE,,15.87,,BSC,17.19458758253407,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
286,BAKE,,12.02,,BSC,12.770005892497949,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
287,BAKE,ALICE,78.19,354049.79,BSC,118.37939413823806,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
288,BAKE,BAT,84.40,919071.93,BSC,132.33862195147506,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
289,BAKE,BNB,14.73,38697461.81,BSC,15.866709183251636,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
290,BAKE,BNB,37.52,1780027.00,BSC,45.50020208634076,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
291,BAKE,BNB,71.24,38692487.80,BSC,103.7463555223634,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
292,BAKE,BUSD,103.16,6178402.64,BSC,180.14718358798117,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
293,BAKE,DOGE,56.23,1417774.31,BSC,75.39446188771419,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
294,BAKE,PET,137.86,682153.04,BSC,295.9045893923425,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
295,BAKE,SOCCER,250.06,312289.57,BSC,1108.6307116866883,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
296,BAKEReserve,,0,,BSC,0.0,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
297,BAL,ETH,0.12437328,525.4850472,ETH,0.12445044347773049,POOL,Sushi,2021-07-19,Sushi,ETH,A
298,BAL,ETH,4.72696452,784736.0956277,ETH,4.840145952973218,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
299,BALT,ETH,0.18509652,3349.2260717999998,ETH,0.18526745916040976,POOL,Sushi,2021-07-19,Sushi,ETH,A
300,BALT,UMB,0.01744344,5.5889835,ETH,0.017444957290146945,POOL,Sushi,2021-07-19,Sushi,ETH,A
301,BAMBOO-V2,AVAX,258.60,1287.37,AVAX,1215.6056515434066,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
302,BAMBOO-V2,AVAX,63.31,8791.37,AVAX,88.24075544091166,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
303,BAMBOO-V2,BTC,320.34,1045.24,AVAX,2327.4453214707305,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
304,BAMBOO-V2,DAI,157.93,2254.28,AVAX,383.50580123597615,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
305,BAMBOO-V2,ETH,323.52,2044.00,AVAX,2405.1819646904464,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
306,BAMBOO-V2,LINK,57.08,5853.09,AVAX,76.88933871837271,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
307,BAMBOO-V2,SNOB,2764.14,137.55,AVAX,37297280400413.72,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
308,BAMBOO-V2,SUSHI,334.50,1251.04,AVAX,2693.179299268579,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
309,BAMBOO-V2,USDT,188.49,3729.51,AVAX,555.3831076330285,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
310,BANANA,,10.69,,BSC,11.280554973488321,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
311,BANANA,,118.88,,BSC,227.68029630763934,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
312,BANANA,BNB,12.60,18666508.91,BSC,13.425750592036234,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
313,BANANA,BNB,143.74,18666508.84,BSC,319.7869392543963,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
314,BANANA,BREW,242.46,77945.32,BSC,1020.7492104033033,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
315,BANANA,BUSD,23.33,7911404.20,BSC,26.266614263133015,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
316,BANANA,BUSD,127.65,7911402.51,BSC,257.61008693846804,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
317,BANANA,SOUL,0.00,8792.39,BSC,0.0,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
318,BAND,BNB,11.70,9134954.95,BSC,12.409835484256092,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
319,BAND,BNB,41.32,9134954.95,BSC,51.12940851577117,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
320,BAND,ETH,4.55083812,1110904.5144567,ETH,4.655680716091259,POOL,Sushi,2021-07-19,Sushi,ETH,A
321,BAND,ETH,3.49293372,104235.773193,ETH,3.554480098603463,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
322,BAND,FTM,53.30,300133.29,FANTOM,70.33743839582979,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
323,BANK,ETH,3.81855264,120017.7006972,ETH,3.892188777631689,POOL,Sushi,2021-07-19,Sushi,ETH,A
324,BANK,ETH,2.40515076,42455.602202400005,ETH,2.4342266299579807,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
325,BANK,ETH,2.6614334399999997,1692910.7318908,ETH,2.6970662310865645,POOL,Sushi,2021-07-19,Sushi,ETH,A
326,BAO,DAI,1.4018703600000002,61531.7939273,ETH,1.411715340326447,POOL,Sushi,2021-07-19,Sushi,ETH,A
327,BAO,ETH,6.95169192,1187667.4253097002,ETH,7.198310261422813,POOL,Sushi,2021-07-19,Sushi,ETH,A
328,BAO,ETH,12.44910384,1189836.1822949,ETH,13.254783179485251,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
329,BAO,SUSHI,3.0326594400000007,103972.684226,ETH,3.078983100969479,POOL,Sushi,2021-07-19,Sushi,ETH,A
330,BAO,USDC,1.6872237599999997,136960.43480770002,ETH,1.7014981113671057,POOL,Sushi,2021-07-19,Sushi,ETH,A
331,BAO,YFI,2.31648972,74107.2245062,ETH,2.3434534966670917,POOL,Sushi,2021-07-19,Sushi,ETH,A
332,BARK,DOGGY,138.82,2791875.47,BSC,299.70908636332297,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
333,BART,ETH,0.54904212,227035.6997909,ETH,0.5505479663857837,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
334,BASE,ETH,433.99618236000003,3436.2249841,ETH,7376.596784084258,POOL,Sushi,2021-07-19,Sushi,ETH,A
335,BASE,ETH,0.44198963999999996,230752.9370941,ETH,0.44296516695401245,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
336,BASIC,PUNK,1.80182616,1026523.73996,ETH,1.8181117036925265,POOL,Sushi,2021-07-19,Sushi,ETH,A
337,BASK,ETH,1.0600558800000002,1717038.4440402999,ETH,1.0656788213243562,POOL,Sushi,2021-07-19,Sushi,ETH,A
338,BAT,BAKE,84.40,919071.93,BSC,132.33862195147506,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
339,BAT,BNB,52.32,1271745.23,BSC,68.67867269187154,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
340,BAT,DAI,0.0,6e-07,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
341,BAT,ETH,29.15,1141859.81,BSC,33.82779313126343,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
342,BAT,ETH,0.96467316,3649.4366029999996,ETH,0.9693282584622764,POOL,Sushi,2021-07-19,Sushi,ETH,A
343,BAT,ETH,5.763421440000001,2760624.5187618,ETH,5.932261839490716,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
344,BAT,XZAR,0.0,7.3e-06,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
345,BAYC,ETH,7.319499240000001,193.2912343,ETH,7.5932421349981905,POOL,Sushi,2021-07-19,Sushi,ETH,A
346,BAYC,ETH,5.0388738,129164.6990603,ETH,5.167618732054935,POOL,Sushi,2021-07-19,Sushi,ETH,A
347,BBD,ETH,0.036260759999999996,6e-07,ETH,0.03626731698960217,POOL,Sushi,2021-07-19,Sushi,ETH,A
348,BBK,ETH,0.0,19.5493579,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
349,BCC,DAI,1.21079208,3658.5418471,ETH,1.2181315144965454,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
350,BCH,BNB,12.77,2132994.08,BSC,13.618671257621905,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
351,BCIO,ETH,2.50849296,2930.0475552999997,ETH,2.5401319978408443,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
352,BCP,ETH,1.7714007600000001,441748.2458762,ETH,1.787139363946788,POOL,Sushi,2021-07-19,Sushi,ETH,A
353,BCPT,ETH,0.5729256,324.0008767,ETH,0.5745654352524054,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
354,BCUG,ETH,80.96768616000001,246786.3123548,ETH,124.51675194561761,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
355,BDO,BNB,104.74,720154.03,BSC,184.59589192287638,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
356,BDP,ETH,3.79225908,624501.628711,ETH,3.8648782605810394,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
357,BEAM,ETH,8.5103952,17802.7048862,ETH,8.881944581908163,POOL,Sushi,2021-07-19,Sushi,ETH,A
358,BEL,BNB,3.59,6306001.12,BSC,3.6550356185165223,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
359,BEL,BNB,59.75,6306001.12,BSC,81.66814968907015,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
360,BEL,ETH,5.3481342000000005,8713.2523694,ETH,5.4933175566407755,POOL,Sushi,2021-07-19,Sushi,ETH,A
361,BEL,USDT,9.5418546,331786.5354347,ETH,10.010549085447407,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
362,BELT,BNB,6.55,50503737.78,BSC,6.768646319376415,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
363,BELT,BNB,110.45,50503737.78,BSC,201.2686603536798,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
364,BEPRO,ETH,9.254047439999999,66222.3590301,ETH,9.69446730368848,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
365,BERRY,ETH,0.4416663599999999,401.7554367,ETH,0.44264045939330643,POOL,Sushi,2021-07-19,Sushi,ETH,A
366,BETH,ETH,2.01,11200503.08,BSC,2.030280060778078,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
367,BEZOGE,ETH,14.253774,271996.6392787,ETH,15.316451536491638,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
368,BFC,ETH,0.7330598399999999,1742529.0608075,ETH,0.7357458858002541,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
369,BFT,BNB,147.64,770266.26,BSC,336.41439762659513,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
370,BGAN,ETH,0.06395484,34682.610350200004,ETH,0.06397523939898342,POOL,Sushi,2021-07-19,Sushi,ETH,A
371,BGANPUNK,ETH,0.56345676,1274.4963757,ETH,0.565042789659298,POOL,Sushi,2021-07-19,Sushi,ETH,A
372,BGOV,,14.84,,BSC,15.99418102519412,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
373,BGOV,BNB,17.14,3225103.35,BSC,18.69176881857588,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
374,BHC,BNB,46.46,96686.54,BSC,59.09074256841205,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
375,BHW,SHIB,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
376,BID,ETH,11.808743519999998,844885.1444918,ETH,12.532100987957229,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
377,BID,LINK,0.27387708,513.4487461,ETH,0.27425143556520926,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
378,BIFI,BNB,50.77,1312101.92,BSC,66.08794183298319,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
379,BIFI,BNB,47.92,7867829.91,BSC,61.42746292328456,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
380,BIFI,BNB,57.91,31277.70,BSC,78.36130179527568,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
381,BIFI,FTM,104.76,267243.43,FANTOM,184.65265387822657,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
382,BIOS,ETH,7.571377679999999,563197.8062398,ETH,7.864532493337251,POOL,Sushi,2021-07-19,Sushi,ETH,A
383,BIRD,ETH,5.9235951600000005,805442.0475657999,ETH,6.102046240844761,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
384,BISON,BNB,278.28,400367.49,BSC,1499.450820485658,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
385,BIST,ETH,6.0115289999999995,422228.58579579997,ETH,6.1953716124829805,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
386,BITB,SPIRIT,135.48,23631.19,FANTOM,286.627628757792,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
387,BLANK,ETH,324.48548531999995,25643.5167765,ETH,2429.271396517249,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
388,BLD,USDC,43.63,78.288302,SOL,54.65697959140164,POOL,Raydium,2021-07-19,Raydium,SOL,B
389,BLES,ETH,13.18301376,144788.5652165,ETH,14.088734932337577,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
390,BLO,ETH,0.23940167999999998,28086.577556999997,ETH,0.2396876876508136,POOL,Sushi,2021-07-19,Sushi,ETH,A
391,BLOODY,ETH,0.0,3138.7434199,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
392,BLOODY,ROT,0.0,0.0,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
393,BLT,ETH,8.10187776,9871.3364296,ETH,8.438150945598588,POOL,Sushi,2021-07-19,Sushi,ETH,A
394,BLUE,ETH,0.0,2830.4771837,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
395,BLZ,BNB,75.70,881396.06,BSC,113.02004538062053,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
396,BLZ,USDC,2.80554528,26529.9647198,ETH,2.84516045709291,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
397,BMI,ETH,10.55753424,1619816.0708625,ETH,11.133286766310846,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
398,BNB,,6573793244067398656.00,,BSC,,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
399,BNB,$DG,189.89,1986849.79,BSC,564.5750208431352,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
400,BNB,AAVE,22.00,3023080.78,BSC,24.599414991222226,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
401,BNB,ADA,6.19,21805181.66,BSC,6.385037051239273,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
402,BNB,ADA,20.37,6536330.25,BSC,22.58606643796559,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
403,BNB,ADA,17.73,21805181.63,BSC,19.39378383107706,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
404,BNB,ALICE,1.84,7848807.90,BSC,1.856985066685768,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
405,BNB,ALICE,48.22,7847317.21,BSC,61.91183359572199,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
406,BNB,ALPA,4.54,3488251.95,BSC,4.644340034675576,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
407,BNB,ALPA,228.77,3488251.95,BSC,878.2162171936394,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
408,BNB,ALPHA,12.60,15225128.84,BSC,13.425750592036234,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
409,BNB,ALPHA,49.61,15225128.84,BSC,64.17506812759721,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
